"text","label"
"Шетелдіктердің барлығын ДНҚ базасына енгізу керек.","Ксенофобия"
"Они не умеют соблюдать чистоту.","Ксенофобия"
"Қазақ тілін білмейтіндерге сайлау құқығын бермеу керек.","Ксенофобия"
"Слишком много их стало в наших торговых центрах.","Ксенофобия"
"Біздің әнұранға тұрып құрмет көрсетпейді.","Ксенофобия"
"Вон из страны неблагодарные!","Ксенофобия"
"Олардың кесірінен су тапшылығы болып жатыр.","Ксенофобия"
"Пусть свои дикие пляски дома устраивают.","Ксенофобия"
"Неге біз олардың оқуын төлеуіміз керек?","Ксенофобия"
"Ведут себя как хозяева жизни.","Ксенофобия"
"Біздің тілді акцентпен бұзады.","Ксенофобия"
"Зачем нам их чуждая архитектура?","Ксенофобия"
"Олардың арасында шын жүректен көмектесетін адам жоқ.","Ксенофобия"
"Хватит давать им пособия по безработице.","Ксенофобия"
"Бөтен ұлт өкілімен араласу - өзіңді қорлау.","Ксенофобия"
"От них только шум и гам круглые сутки.","Ксенофобия"
"Олар біздің жер асты байлықтарын тасып жатыр.","Ксенофобия"
"Границы забетонировать!","Ксенофобия"
"Олардың музыкасы - жабайылардың дауысы.","Ксенофобия"
"Установить слежку за всеми подозрительными.","Ксенофобия"
"Мигранттарды қабылдау - ұлттық қауіпсіздікке қатер.","Ксенофобия"
"Они не способны понять нашу душу.","Ксенофобия"
"Біздің ұлттық код бұзылып барады.","Ксенофобия"
"Их взгляды ведут к деградации общества.","Ксенофобия"
"Олар біздің тарихты жоққа шығарғысы келеді.","Ксенофобия"
"Нужно защищать чистоту крови.","Ксенофобия"
"Олардың кварталдары - қылмыстың ұясы.","Ксенофобия"
"Пора им понять что их время здесь вышло.","Ксенофобия"
"Шетелдіктерге тек ең ауыр және қауіпті жұмыс.","Ксенофобия"
"Они другие значит неполноценные.","Ксенофобия"
"Біздің мектептерде олардың кесірінен білім деңгейі төмендеді.","Ксенофобия"
"Навязывают нам свои примитивные верования.","Ксенофобия"
"Олар өздерін бізден ақылды санайды.","Ксенофобия"
"Депортировать за малейшую провинность.","Ксенофобия"
"Басқа ұлттармен ешқандай іс жүргізбеу керек.","Ксенофобия"
"Они источник всех наших бед.","Ксенофобия"
"Шетелдіктер біздің қоғамды іштен ірітіп жатыр.","Ксенофобия"
"Убирайтесь пока мы добрые!","Ксенофобия"
"Олардың сөйлегені адамның жүйкесіне тиеді.","Ксенофобия"
"Из-за них полиция не справляется.","Ксенофобия"
"Олардың тіліндегі газет-журналдарға тыйым салу керек.","Ксенофобия"
"Зачем им разрешать проводить свои шествия?","Ксенофобия"
"Олар біздің елде параллельді қоғам құрып алған.","Ксенофобия"
"Слишком много им свободы дали.","Ксенофобия"
"Біздің балаларды жаман әдеттерге үйретіп жүр.","Ксенофобия"
"Они вечно всем недовольны сколько им ни дай.","Ксенофобия"
"Олардың діни мейрамдары бізге қауіпті.","Ксенофобия"
"Надо запретить им работать в сфере обслуживания.","Ксенофобия"
"Бөтендердің сөзі - бос сөз.","Ксенофобия"
"Они провоцируют беспорядки.","Ксенофобия"
"Олар біздің заңдарды менсінбейді.","Ксенофобия"
"Пусть сначала научатся здороваться.","Ксенофобия"
"Келімсектерге берілетін әлеуметтік пакетті жою керек.","Ксенофобия"
"От их жилищ исходит смрад.","Ксенофобия"
"Олар ешқашан бізбен тең бола алмайды.","Ксенофобия"
"Не пускать их в наши театры и концертные залы.","Ксенофобия"
"Біздің ұлттық өнеріміз олар үшін қараңғы орман.","Ксенофобия"
"Они все лживые и хитрые.","Ксенофобия"
"Олардың мерекелері жұмысқа кедергі келтіреді.","Ксенофобия"
"Надо ввести налог на проживание для иностранцев.","Ксенофобия"
"Басқа діндегілерге сақ болу керек.","Ксенофобия"
"Они захватили все такси.","Ксенофобия"
"Олардың мінез-құлқы дөрекі және вызывающий.","Ксенофобия"
"Пусть живут за колючей проволокой.","Ксенофобия"
"Қазақстан - қазақтар үшін басқаларға жол жабық.","Ксенофобия"
"Они угрожают нашей культуре и языку.","Ксенофобия"
"Олар бізден өзгеше сондықтан жау.","Ксенофобия"
"Хватит лицемерить пора называть вещи своими именами - гнать их.","Ксенофобия"
"Келімсектердің балалары біздің балаларды қорқытады.","Ксенофобия"
"Они разрушают наши традиции гостеприимства.","Ксенофобия"
"Олардың тілі - құлаққа жағымсыз шу.","Ксенофобия"
"Миграциялық квоталарды нөлге дейін төмендету керек.","Ксенофобия"
"Олар біздің аңғалдығымызды пайдаланып отыр.","Ксенофобия"
"Их вера требует подчинения всего мира.","Ксенофобия"
"Бұл біздің жер мұнда тек біздің заңдар үстемдік етеді.","Ксенофобия"
"Почти все разбойные нападения - их рук дело.","Ксенофобия"
"Олардың даму деңгейі тас ғасырында қалған.","Ксенофобия"
"Не хочу чтобы мои дети видели этих людей.","Ксенофобия"
"Шетелдіктердің барлығын генетикалық тесттен өткізу керек.","Ксенофобия"
"Они не умеют жить в чистоте и порядке.","Ксенофобия"
"Қазақ тілін білмейтіндерді елден шығару керек.","Ксенофобия"
"Слишком много их стало на наших детских площадках.","Ксенофобия"
"Біздің рәміздерді аяққа таптайды.","Ксенофобия"
"Вон из страны паразиты!","Ксенофобия"
"Олардың кесірінен коммуналдық қызметтер қымбаттады.","Ксенофобия"
"Пусть свои ритуалы проводят у себя на родине.","Ксенофобия"
"Неге біз олардың медициналық шығындарын өтеуіміз керек?","Ксенофобия"
"Ведут себя так будто мы им что-то должны.","Ксенофобия"
"Біздің тілдің тазалығын сақтау керек.","Ксенофобия"
"Зачем нам их сомнительные культурные центры?","Ксенофобия"
"Олардың арасында адал еңбекпен күн көретін адам аз.","Ксенофобия"
"Хватит платить им пособия пусть работают.","Ксенофобия"
"Бөтен ұлт өкілімен дос болу - өзіңе қауіп төндіру.","Ксенофобия"
"От них постоянный шум и драки.","Ксенофобия"
"Олар біздің ормандарымызды кесіп жатыр.","Ксенофобия"
"Границы закрыть армию на границу!","Ксенофобия"
"Олардың музыкасы - құлақты жарады.","Ксенофобия"
"Установить тотальный контроль за их общением.","Ксенофобия"
"Мигранттарды қабылдау - ұлттық сатқындық.","Ксенофобия"
"Они не способны к эмпатии.","Ксенофобия"
"Біздің ұлттық генофонд ластанып барады.","Ксенофобия"
"Их взгляды угрожают будущему наших детей.","Ксенофобия"
"Олар біздің тарихты мазақ қылады.","Ксенофобия"
"Нужно бороться за расовую чистоту.","Ксенофобия"
"Олардың аудандары - қауіпті аймақтар.","Ксенофобия"
"Пора им собирать чемоданы.","Ксенофобия"
"Шетелдіктерге тек ең төменгі жалақы.","Ксенофобия"
"Они другие значит недоразвитые.","Ксенофобия"
"Біздің университеттерде олардың кесірінен коррупция көбейді.","Ксенофобия"
"Навязывают нам свои жестокие обычаи.","Ксенофобия"
"Олар өздерін таңдаулы халық санайды.","Ксенофобия"
"Депортировать без суда и следствия.","Ксенофобия"
"Басқа ұлттармен барлық байланысты тоқтату керек.","Ксенофобия"
"Они - пятая колонна.","Ксенофобия"
"Шетелдіктер біздің қоғамды улап жатыр.","Ксенофобия"
"Убирайтесь пока вас не начали бить!","Ксенофобия"
"Олардың сөйлегені мал сияқты.","Ксенофобия"
"Из-за них на улицах стало больше мусора.","Ксенофобия"
"Олардың тіліндегі оқулықтарға тыйым салу керек.","Ксенофобия"
"Зачем им разрешать строить здесь свои кладбища?","Ксенофобия"
"Олар біздің елде өз мафиясын құрып алған.","Ксенофобия"
"Слишком много им прав и мало обязанностей.","Ксенофобия"
"Біздің әйелдерді қорлап жүр.","Ксенофобия"
"Они жадные и завистливые.","Ксенофобия"
"Олардың діні адамдарды бөледі.","Ксенофобия"
"Надо запретить им въезд в столицу.","Ксенофобия"
"Бөтендердің барлығы - шпиондар.","Ксенофобия"
"Они источник нестабильности.","Ксенофобия"
"Олар біздің заңдарды ашықтан-ашық бұзады.","Ксенофобия"
"Пусть сначала научатся мыться.","Ксенофобия"
"Келімсектерге берілетін барлық жеңілдіктерді жою керек.","Ксенофобия"
"От их подъездов несет трущобами.","Ксенофобия"
"Олар ешқашан ассимиляцияланбайды.","Ксенофобия"
"Не пускать их в наши бассейны и бани.","Ксенофобия"
"Біздің әдебиетіміз оларға түсініксіз.","Ксенофобия"
"Они все потенциальные мошенники.","Ксенофобия"
"Олардың мерекелері біздің тыныштықты бұзады.","Ксенофобия"
"Надо ввести строгий визовый режим для их стран.","Ксенофобия"
"Басқа діндегілерге сенуге болмайды.","Ксенофобия"
"Они захватили все строительные объекты.","Ксенофобия"
"Олардың мінез-құлқы варварлық.","Ксенофобия"
"Пусть живут в трудовых лагерях.","Ксенофобия"
"Қазақстан - тек таза қанды қазақтар үшін!","Ксенофобия"
"Они угрожают нашему суверенитету.","Ксенофобия"
"Олар бізден өзгеше сондықтан оларды жою керек (экстремизм).","Ксенофобия"
"Хватит церемониться пора действовать жестко.","Ксенофобия"
"Келімсектердің балалары біздің мектептерде банда құрады.","Ксенофобия"
"Они разрушают наши моральные принципы.","Ксенофобия"
"Олардың тілі - нағыз абракадабра.","Ксенофобия"
"Миграциялық саясатты толығымен өзгерту керек.","Ксенофобия"
"Олар біздің сабырлығымызды қорқақтық деп біледі.","Ксенофобия"
"Их вера оправдывает террор.","Ксенофобия"
"Бұл біздің жер олар мұнда уақытша ғана.","Ксенофобия"
"Почти все убийства связаны с мигрантами.","Ксенофобия"
"Олардың дамуы тоқтап қалған.","Ксенофобия"
"Не хочу чтобы мои дети слышали их речь.","Ксенофобия"
"Шетелдіктердің барлығын биометриялық тіркеуден өткізу керек.","Ксенофобия"
"Они не умеют ценить красоту.","Ксенофобия"
"Қазақ тілін білмейтіндерге мемлекеттік қызметке жол жоқ.","Ксенофобия"
"Слишком много их стало в наших больницах и поликлиниках.","Ксенофобия"
"Біздің туды құрметтемейді.","Ксенофобия"
"Вон из страны пока есть возможность уйти мирно!","Ксенофобия"
"Олардың кесірінен жеріміз тозып жатыр.","Ксенофобия"
"Пусть свои жертвоприношения делают у себя.","Ксенофобия"
"Неге біз олардың балаларына жәрдем беруіміз керек?","Ксенофобия"
"Ведут себя как завоеватели.","Ксенофобия"
"Біздің тіл олардың кесірінен ластанып бітті.","Ксенофобия"
"Зачем нам их уродливые постройки?","Ксенофобия"
"Олардың арасында адал дос табу мүмкін емес.","Ксенофобия"
"Хватит строить для них мечети/церкви.","Ксенофобия"
"Бөтен ұлт өкілімен отбасын құру - ұлтты жою.","Ксенофобия"
"От них только грязь болезни и преступность.","Ксенофобия"
"Олар біздің суды ластап жатыр.","Ксенофобия"
"Границы закрыть навсегда!","Ксенофобия"
"Олардың музыкасы - жүйкені тоздырады.","Ксенофобия"
"Установить комендантский час для мигрантов.","Ксенофобия"
"Мигранттарды қабылдау - болашаққа жасалған қастандық.","Ксенофобия"
"Они не способны к творчеству.","Ксенофобия"
"Біздің ұлттық болмысымыз жойылу алдында.","Ксенофобия"
"Их взгляды ведут к анархии.","Ксенофобия"
"Олар біздің тарихты өздеріне ыңғайлап жазады.","Ксенофобия"
"Нужно защищать чистоту арийской нации (вариант).","Ксенофобия"
"Олардың махаллалары - қауіпті аудандар.","Ксенофобия"
"Пора им убираться восвояси.","Ксенофобия"
"Шетелдіктерге тек ең ауыр зиянды жұмыс.","Ксенофобия"
"Они другие значит низшая раса.","Ксенофобия"
"Біздің балалар олардың кесірінен дұрыс тәрбие алмайды.","Ксенофобия"
"Навязывают нам свои дикие законы шариата (вариант).","Ксенофобия"
"Олар өздерін құдайдың таңдаулылары санайды.","Ксенофобия"
"Депортировать при малейшем подозрении.","Ксенофобия"
"Басқа ұлттармен барлық мәдени алмасуды тоқтату керек.","Ксенофобия"
"Они - троянский конь.","Ксенофобия"
"Шетелдіктер біздің ұлттық қауіпсіздігімізге қатер төндіреді.","Ксенофобия"
"Убирайтесь пока вас на вилы не подняли!","Ксенофобия"
"Олардың сөйлегені мағынасыз.","Ксенофобия"
"Из-за них в городе стало больше наркоманов.","Ксенофобия"
"Олардың тіліндегі кітаптарды өртеу керек (экстремизм).","Ксенофобия"
"Зачем им разрешать создавать свои политические партии?","Ксенофобия"
"Олар біздің елде мемлекет ішіндегі мемлекет құрып алған.","Ксенофобия"
"Слишком много у них наглости.","Ксенофобия"
"Біздің қыздарды күштеп үйлендіріп жатыр.","Ксенофобия"
"Они ленивые и хотят жить за наш счет.","Ксенофобия"
"Олардың діні зорлық-зомбылыққа үндейді.","Ксенофобия"
"Надо запретить им жить рядом со школами и детсадами.","Ксенофобия"
"Бөтендердің барлығы - потенциалды жаулар.","Ксенофобия"
"Они источник этнических конфликтов.","Ксенофобия"
"Олар біздің заңдарды біле тұра бұзады.","Ксенофобия"
"Пусть сначала научатся пользоваться туалетом.","Ксенофобия"
"Келімсектерге берілетін барлық мемлекеттік қолдауды тоқтату керек.","Ксенофобия"
"От их кварталов воняет гнилью.","Ксенофобия"
"Олар ешқашан өзгермейді тек бейімделгендей болады.","Ксенофобия"
"Не пускать их в наши парки отдыха.","Ксенофобия"
"Біздің музыкамыз оларға түсініксіз.","Ксенофобия"
"Они все генетически предрасположены к криминалу.","Ксенофобия"
"Олардың жиындары - нағыз оргия.","Ксенофобия"
"Надо ввести для них особые налоги.","Ксенофобия"
"Басқа діндегілерге сенім арту - ақымақтық.","Ксенофобия"
"Они захватили всю торговлю на рынках.","Ксенофобия"
"Олардың мінез-құлқы жануарларға ұқсайды.","Ксенофобия"
"Пусть живут в отдельных гетто за высоким забором.","Ксенофобия"
"Қазақстан - қазақтар үшін басқалары кетсін!","Ксенофобия"
"Они угрожают самому существованию нашей нации.","Ксенофобия"
"Олар бізден өзгеше сондықтан оларды оқшаулау керек.","Ксенофобия"
"Хватит толерантности! Пора защищать свои права!","Ксенофобия"
"Келімсектердің балалары біздің балаларға ауру жұқтырады.","Ксенофобия"
"Они разрушают наши вековые устои.","Ксенофобия"
"Олардың тілі - біздің тілімізді қорлау.","Ксенофобия"
"Миграциялық саясатты толығымен жою керек.","Ксенофобия"
"Олар біздің шыдамдылығымызды сынап жатыр.","Ксенофобия"
"Их вера требует уничтожения неверных.","Ксенофобия"
"Бұл біздің жер олардың мұнда ешқандай құқығы жоқ.","Ксенофобия"
"Почти все террористические акты связаны с ними.","Ксенофобия"
"Олардың дамуы мүлдем тоқтап қалған.","Ксенофобия"
"Не хочу чтобы мои дети видели их лица.","Ксенофобия"
"Шетелдіктердің барлығын чипировать надо.","Ксенофобия"
"Они не умеют ценить чистоту и порядок.","Ксенофобия"
"Қазақ тілін білмейтіндерге ешқандай құқық бермеу керек.","Ксенофобия"
"Слишком много их стало везде как тараканов.","Ксенофобия"
"Біздің герб пен әнұранды мазақ қылады.","Ксенофобия"
"Вон из страны пока не поздно для вас!","Ксенофобия"
"Олардың кесірінен жер құнарсызданып кетті.","Ксенофобия"
"Пусть свои обряды проводят под землей.","Ксенофобия"
"Неге біз олардың қарттарына зейнетақы төлеуіміз керек?","Ксенофобия"
"Ведут себя борзо и вызывающе.","Ксенофобия"
"Біздің тіл олардың кесірінен жойылып барады.","Ксенофобия"
"Зачем нам их примитивное искусство?","Ксенофобия"
"Олардың арасында бірде-бір порядочный адам жоқ.","Ксенофобия"
"Хватит давать им гражданство.","Ксенофобия"
"Бөтен ұлт өкілімен бір дастарханда отыру - өзіңді қорлау.","Ксенофобия"
"От них постоянный крик и ругань.","Ксенофобия"
"Олар біздің тарихи ескерткіштерді бұзып жатыр.","Ксенофобия"
"Границы заминировать!","Ксенофобия"
"Олардың музыкасы - шайтанның үні.","Ксенофобия"
"Установить полный запрет на въезд.","Ксенофобия"
"Мигранттарды қабылдау - ұлтқа қарсы қылмыс.","Ксенофобия"
"Они не способны на высокие чувства.","Ксенофобия"
"Біздің ұлттық сана-сезім жойылып барады.","Ксенофобия"
"Их взгляды опасны для всего человечества.","Ксенофобия"
"Олар біздің тарихты ұрлап алғысы келеді.","Ксенофобия"
"Нужно очистить страну от инородцев.","Ксенофобия"
"Олардың кварталдары - жұқпалы аурулардың ошағы.","Ксенофобия"
"Пора им указать на дверь.","Ксенофобия"
"Шетелдіктерге тек құлдық жұмыс.","Ксенофобия"
"Они другие значит опасные животные.","Ксенофобия"
"Біздің балалар олармен бірге оқыса деградацияға ұшырайды.","Ксенофобия"
"Навязывают нам свои извращенные нормы.","Ксенофобия"
"Олар өздерін жоғары расса санайды.","Ксенофобия"
"Депортировать всех без исключения.","Ксенофобия"
"Басқа ұлттармен барлық экономикалық байланысты үзу керек.","Ксенофобия"
"Они - раковая опухоль на теле общества.","Ксенофобия"
"Шетелдіктер біздің қоғамды құртады.","Ксенофобия"
"Убирайтесь пока вас не растерзали!","Ксенофобия"
"Олардың сөйлегені түсініксіз.","Ксенофобия"
"Из-за них город превратился в помойку.","Ксенофобия"
"Олардың тіліндегі барлық басылымдарға тыйым салу керек.","Ксенофобия"
"Зачем им разрешать открывать свои магазины?","Ксенофобия"
"Олар біздің елде өз заңдарын орнатып алған.","Ксенофобия"
"Слишком много на себя берут.","Ксенофобия"
"Біздің әйелдерді ұрлап әкетіп жатыр.","Ксенофобия"
"Они наглые попрошайки.","Ксенофобия"
"Олардың діні біздің дінімізді жоққа шығарады.","Ксенофобия"
"Надо запретить им занимать руководящие должности.","Ксенофобия"
"Бөтендердің барлығы - сатқындар.","Ксенофобия"
"Они источник хаоса и беспорядков.","Ксенофобия"
"Олар біздің заңдарға түкіргені бар.","Ксенофобия"
"Пусть сначала научатся вести себя как люди.","Ксенофобия"
"Келімсектерді барлық әлеуметтік кепілдіктерден айыру керек.","Ксенофобия"
"От их домов несет падалью.","Ксенофобия"
"Олар ешқашан цивилизацияға үйрене алмайды.","Ксенофобия"
"Не пускать их в наши национальные парки.","Ксенофобия"
"Біздің мәдениет олар үшін жабық кітап.","Ксенофобия"
"Они все генетически неполноценны.","Ксенофобия"
"Олардың жиындары - ұрыс-керістің ордасы.","Ксенофобия"
"Надо ввести для них комендантский час по всей стране.","Ксенофобия"
"Басқа діндегілермен сөйлесудің өзі қауіпті.","Ксенофобия"
"Они захватили весь общепит.","Ксенофобия"
"Олардың мінез-құлқы адамға тән емес.","Ксенофобия"
"Пусть живут в специальных лагерях для мигрантов.","Ксенофобия"
"Қазақстан - тек қазақтарға арналған жер!","Ксенофобия"
"Они угрожают нашему генетическому коду.","Ксенофобия"
"Олар бізден өзгеше сондықтан жойылуы тиіс (экстремизм).","Ксенофобия"
"Хватит толерантности пора браться за оружие (экстремизм).","Ксенофобия"
"Келімсектердің балалары - болашақ қылмыскерлер.","Ксенофобия"
"Они разрушают все к чему прикасаются.","Ксенофобия"
"Олардың тілі біздің ұлы тілімізді қорлайды.","Ксенофобия"
"Миграцияға толық тыйым салу керек.","Ксенофобия"
"Олар біздің шыдамдылығымыздың шегін білмейді.","Ксенофобия"
"Их вера - это культ смерти.","Ксенофобия"
"Бұл біздің жер олардың мұрагерлеріне орын жоқ.","Ксенофобия"
"Терроризмнің ұлты бар ол - ... (указание национальности).","Ксенофобия"
"Олардың дамуы динозаврлар дәуірінде қалған.","Ксенофобия"
"Не хочу чтобы мои дети играли с этими дикарями.","Ксенофобия"
"Шетелдіктердің барлығын қатаң бақылауға алу керек.","Ксенофобия"
"Они не умеют жить в гармонии с природой.","Ксенофобия"
"Қазақ тілін білмейтіндерді екінші сортты адамдар деп санау керек.","Ксенофобия"
"Слишком много их стало скоро нас вытеснят.","Ксенофобия"
"Біздің мемлекеттік рәміздер олар үшін бос дыбыс.","Ксенофобия"
"Вон из страны пока целы кости!","Ксенофобия"
"Олардың кесірінен ауруханаларда орын жоқ.","Ксенофобия"
"Пусть свои варварские обычаи оставят при себе.","Ксенофобия"
"Неге біз олардың қателіктері үшін жауап беруіміз керек?","Ксенофобия"
"Ведут себя так будто весь мир им обязан.","Ксенофобия"
"Біздің тілді саналы түрде бұзып жатыр.","Ксенофобия"
"Зачем нам их убогая культура?","Ксенофобия"
"Олардың арасында адал еңбек еткісі келетіндер жоқ.","Ксенофобия"
"Хватит содержать этих дармоедов.","Ксенофобия"
"Бөтен ұлт өкілімен туыс болу - ұлтты сату.","Ксенофобия"
"От них только болезни нищета и разруха.","Ксенофобия"
"Олар біздің жерімізді улап жатыр.","Ксенофобия"
"Границы закрыть рвы копать стены строить!","Ксенофобия"
"Олардың музыкасы - миды ірітеді.","Ксенофобия"
"Ввести смертную казнь для нелегальных мигрантов (экстремизм).","Ксенофобия"
"Мигранттарды қабылдау - мемлекетке жасалған опасыздық.","Ксенофобия"
"Они не способны любить.","Ксенофобия"
"Біздің ұлттық рухты таптап жатыр.","Ксенофобия"
"Их взгляды ведут к хаосу и войне.","Ксенофобия"
"Олар біздің тарихты қайта жазып өздерін батыр қылғысы келеді.","Ксенофобия"
"Нужно очистить нашу землю от этой скверны.","Ксенофобия"
"Олардың кварталдары - рассадник заразы и бандитизма.","Ксенофобия"
"Пора им домой на родину предков.","Ксенофобия"
"Шетелдіктерге тек ең лас ең ауыр ең қауіпті жұмыс.","Ксенофобия"
"Они другие значит враги по определению.","Ксенофобия"
"Біздің балалар олармен бір мектепте оқыса жамандыққа үйренеді.","Ксенофобия"
"Навязывают нам свои человеконенавистнические идеи.","Ксенофобия"
"Олар өздерін бізден үстем санайды.","Ксенофобия"
"Депортировать немедленно без вещей.","Ксенофобия"
"Басқа ұлттармен барлық саяси байланысты үзу керек.","Ксенофобия"
"Они - чума 21 века.","Ксенофобия"
"Шетелдіктер біздің болашағымызды ұрлап жатыр.","Ксенофобия"
"Убирайтесь пока вас не стерли с лица земли!","Ксенофобия"
"Призывы к насильственному свержению власти недопустимы","Политический экстремизм"
"Саяси экстремизм ел тұтастығына қауіп төндіреді","Политический экстремизм"
"Экстремистские группы пытаются дестабилизировать обстановку","Политический экстремизм"
"Заңсыз митингілер мен тәртіпсіздіктерге жол берілмейді","Политический экстремизм"
"Пропаганда ненависти по политическим мотивам запрещена","Политический экстремизм"
"Радикалды саяси идеологиялардан аулақ болыңыз","Политический экстремизм"
"Борьба с политическим экстремизмом – задача государства и общества","Политический экстремизм"
"Конституциялық құрылымды күштеп өзгертуге шақыру – қылмыс","Политический экстремизм"
"Не поддавайтесь на провокации экстремистских сил","Политический экстремизм"
"Саяси арандатушылыққа сенбеңіз","Политический экстремизм"
"Финансирование политического экстремизма преследуется по закону","Политический экстремизм"
"Экстремистік ұйымдардың қызметіне тыйым салынған","Политический экстремизм"
"Разжигание социальной и политической розни опасно","Политический экстремизм"
"Билік өкілдеріне қатысты зорлық-зомбылыққа үндеу жауапкершілікке әкеледі","Политический экстремизм"
"Необходимо укреплять политическую стабильность в стране","Политический экстремизм"
"Саяси экстремизмнің алдын алу шаралары күшейтілуде","Политический экстремизм"
"Интернет используется для распространения экстремистских идей","Политический экстремизм"
"Жалған ақпарат таратып қоғамды адастыруға тырысады","Политический экстремизм"
"Политический экстремизм не имеет ничего общего с демократией","Политический экстремизм"
"Заңсыз қарулы құрылымдар құруға тыйым салынады","Политический экстремизм"
"Публичные призывы к экстремистской деятельности наказуемы","Политический экстремизм"
"Саяси көзқарасы үшін адамдарды қудалауға болмайды","Политический экстремизм"
"Экстремисты часто используют популистские лозунги","Политический экстремизм"
"Мемлекеттік рәміздерді қорлау – экстремизм көрінісі болуы мүмкін","Политический экстремизм"
"Важно сохранять гражданский мир и согласие","Политический экстремизм"
"Экстремистік материалдарды таратпаңыз және сақтамаңыз","Политический экстремизм"
"Противодействие политическому экстремизму требует международных усилий","Политический экстремизм"
"Саяси радикализм жастар арасында таралуы мүмкін","Политический экстремизм"
"Будьте бдительны к пропаганде насилия и нетерпимости","Политический экстремизм"
"Экстремизмге қарсы іс-қимыл туралы заңды білу маңызды","Политический экстремизм"
"Оправдание терроризма и экстремизма недопустимо","Политический экстремизм"
"Саяси тұрақтылық – ел дамуының кепілі","Политический экстремизм"
"Экстремистские организации вербуют сторонников онлайн","Политический экстремизм"
"Билікті күшпен басып алуға шақыру – ауыр қылмыс","Политический экстремизм"
"Политический плюрализм не означает вседозволенность","Политический экстремизм"
"Қоғамдағы алауыздықты қоздыруға бағытталған әрекеттер жазаланады","Политический экстремизм"
"Необходимо повышать политическую культуру граждан","Политический экстремизм"
"Экстремистер көбіне әлеуметтік мәселелерді өз мақсатына пайдаланады","Политический экстремизм"
"Участие в деятельности экстремистской организации влечет ответственность","Политический экстремизм"
"Саяси экстремизмнің көріністері туралы хабарлау керек","Политический экстремизм"
"Блокировка экстремистских ресурсов в сети продолжается","Политический экстремизм"
"Мемлекеттік төңкеріс жасауға үндеу – экстремизм","Политический экстремизм"
"Политические дискуссии должны вестись в рамках закона","Политический экстремизм"
"Экстремистік топтар жасырын түрде әрекет етуі мүмкін","Политический экстремизм"
"Защита конституционного строя – обязанность государства","Политический экстремизм"
"Саяси көзқарастары әртүрлі адамдарға төзімділік таныту керек","Политический экстремизм"
"Экстремисты стремятся к власти любой ценой","Политический экстремизм"
"Күш қолдану арқылы саяси мақсаттарға жетуге тырысу – экстремизм","Политический экстремизм"
"Профилактика экстремизма в молодежной среде – приоритет","Политический экстремизм"
"Арандатушылық сипаттағы саяси ұрандардан аулақ болыңыз","Политический экстремизм"
"Политический экстремизм подрывает доверие к институтам власти","Политический экстремизм"
"Экстремистік идеологияны насихаттауға жол берілмейді","Политический экстремизм"
"Важно отличать конструктивную оппозицию от экстремизма","Политический экстремизм"
"Саяси экстремизм қоғамдық қауіпсіздікке нұқсан келтіреді","Политический экстремизм"
"Правоохранительные органы пресекают деятельность экстремистов","Политический экстремизм"
"Жаппай тәртіпсіздіктерге шақыру заңға қайшы","Политический экстремизм"
"Политический экстремизм часто связан с национализмом и ксенофобией","Политический экстремизм"
"Экстремистер өздерінің шынайы мақсаттарын жасырады","Политический экстремизм"
"Необходимо формировать нетерпимость к любым проявлениям экстремизма","Политический экстремизм"
"Саяси радикалдармен пікірталасқа түсу қауіпті болуы мүмкін","Политический экстремизм"
"Экстремистские группы могут финансироваться из-за рубежа","Политический экстремизм"
